"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39474","Verify the review summary is displaying in PDP page for available products","chromium","2026-06-10","failed","2026-06-10","Mobile Tests","QR_29858.spec.ts","",""
